"","bin","age","income","age_scale","inc_scale"
"74","60-69",66,37866.6080983162,1.32127095940966,-1.02052710320794
"75","60-69",64,81647.6623233504,1.20713459854811,0.555091338875893
"76","50-59",57,49641.1649696128,0.807657335532688,-0.596777394979773
"77","40-49",45,77524.0374125474,0.122839170363392,0.406687889650991
"78","20-29",28,53172.2071624591,-0.847319896959777,-0.469700162663071
"79","70-79",71,41314.7270000696,1.60661186156353,-0.896434163276084
"80","30-39",38,83409.6985970315,-0.27663809265203,0.618504541174825
"81","20-29",27,108598.518181212,-0.904388077390552,1.52501466007606
"82","70-79",79,61184.8504292667,2.06315730500973,-0.181336423495686
"83","20-29",21,24815.3400491228,-1.2467971599752,-1.49022384749351
"84","50-59",52,72419.7572454097,0.522316433378815,0.222992039761971
"85","70-79",76,40332.0727037536,1.89195276371741,-0.931798506571936
"86","50-59",56,51691.0347465262,0.750589155101914,-0.52300547053561
"87","40-49",49,26619.4573273312,0.351111892086491,-1.42529620914528
"88","30-39",39,50834.6770763487,-0.219569912221256,-0.553824576243212
"89","30-39",34,82198.6115769144,-0.504910814375129,0.574919226073533
"90","30-39",33,61400.2894683064,-0.561978994805904,-0.173583076093154
"91","30-39",38,104140.047780934,-0.27663809265203,1.3645605935738
"92","80-",85,44221.8523103083,2.40556638759438,-0.791810820294964
"93","20-29",26,64280.3251638365,-0.961456257821326,-0.0699346501687231
"94","20-29",26,48793.240649907,-0.961456257821326,-0.627292996288795
"95","20-29",29,72285.1752013227,-0.790251716529002,0.218148621658175
"96","50-59",53,74958.2180150759,0.57938461380959,0.314347665477018
"97","60-69",61,40704.9532801329,1.03593005725579,-0.918379060118723
"98","50-59",53,29329.8363464868,0.57938461380959,-1.32775348791093
"99","10-19",19,20907.6295726945,-1.36093352083675,-1.63085684050774
"100","80-",83,26734.3047302115,2.29143002673283,-1.42116301296701
"101","40-49",46,45972.9146793918,0.179907350794167,-0.728792553357267
"102","30-39",36,53243.6948889665,-0.39077445351358,-0.467127420131821
"103","40-49",41,88685.7955683326,-0.105433551359706,0.808383835708833
"104","20-29",26,74355.5194668471,-0.961456257821326,0.292657394093296
"105","20-29",20,25294.8261837486,-1.30386534040597,-1.47296781723538
"106","60-69",65,58871.6418552874,1.26420277897889,-0.264585540129889
"107","30-39",35,115957.593033816,-0.447842633944354,1.78985739307284
"108","30-39",37,64743.3447953469,-0.333706273082805,-0.0532712261519144
"109","20-29",23,30595.5915751626,-1.13266079911365,-1.28220074102606
"110","30-39",32,80561.7719121088,-0.619047175236678,0.516011673291779
"111","60-69",64,96856.8602337808,1.20713459854811,1.10244893775423
"112","40-49",40,71022.8148954331,-0.162501731790481,0.172718053260009
"113","30-39",37,46219.2343356578,-0.333706273082805,-0.719927856059994
"114","30-39",39,90082.2800017243,-0.219569912221256,0.858641342438235
"115","20-29",28,73994.8442433176,-0.847319896959777,0.279677201088468
"116","30-39",32,80243.6385784513,-0.619047175236678,0.50456250295029
"117","50-59",56,54756.7206169896,0.750589155101914,-0.412675756447182
"118","30-39",31,115530.300488572,-0.676115355667453,1.77447973654153
"119","40-49",47,41898.8780719707,0.236975531224942,-0.875411389426931
"120","30-39",38,87741.0349451933,-0.27663809265203,0.774383232308065
"121","40-49",47,72636.9818998063,0.236975531224942,0.230809648944778
"122","30-39",37,84425.1334856989,-0.333706273082805,0.655048611792586
"123","30-39",36,64848.4962805798,-0.39077445351358,-0.0494869723855735
"124","30-39",34,72293.9662170863,-0.504910814375129,0.218464997926563
"125","50-59",54,66033.417561265,0.636452794240364,-0.00684332537175518
"126","30-39",33,69204.2032994682,-0.561978994805904,0.107268784842179
"127","40-49",47,77449.5423899579,0.236975531224942,0.404006918771849
"128","30-39",36,112396.119105391,-0.39077445351358,1.6616849654793
"129","50-59",53,90915.4010007645,0.57938461380959,0.888624193098428
"130","20-29",23,14456.5149884025,-1.13266079911365,-1.86302336301222
"131","60-69",64,43508.4245039912,1.20713459854811,-0.817486081629486
"132","50-59",59,58943.5992835528,0.921793696394238,-0.261995893694307
"133","30-39",30,58416.5735778022,-0.733183536098228,-0.280962806120963
"134","50-59",51,82340.0129726118,0.46524825294804,0.580008063031457
"135","60-69",66,51038.1323879101,1.32127095940966,-0.546502506304276
"136","50-59",51,105198.055948189,0.46524825294804,1.40263681649054
"137","30-39",31,65492.4681899493,-0.676115355667453,-0.0263113308998474
"138","30-39",32,71322.0793444031,-0.619047175236678,0.183488159033012
"139","50-59",59,82292.3734296447,0.921793696394238,0.578293583017211
"140","40-49",47,84760.9346976887,0.236975531224942,0.667133624176383
"141","30-39",34,53068.4635273615,-0.504910814375129,-0.473433749887089
"142","50-59",53,45072.6458532367,0.57938461380959,-0.76119195968568
"143","60-69",67,35890.5120461814,1.37833913984043,-1.09164401526467
"144","60-69",62,81394.8139674621,1.09299823768656,0.545991682879935
"145","30-39",37,59226.2908150207,-0.333706273082805,-0.251822223866433
"146","30-39",33,32736.0981713751,-0.561978994805904,-1.20516692518738
"147","80-",87,32436.3434546025,2.51970274845593,-1.21595467500768
"148","50-59",56,79680.9486730983,0.750589155101914,0.484312086240552
"149","70-79",76,40351.3326641801,1.89195276371741,-0.931105367738736
"150","40-49",42,81759.2762094354,-0.0483653709289317,0.559108165341611
"151","40-49",44,84803.1339904058,0.0657709899326176,0.668652317250931
"152","20-29",27,63907.4403047572,-0.904388077390552,-0.0833542507502741
"153","50-59",53,44385.5734298598,0.57938461380959,-0.785918727930124
"154","30-39",36,90231.0269049514,-0.39077445351358,0.863994533860324
"155","70-79",73,67931.061871399,1.72074822242508,0.0614502190503182
"156","50-59",55,47396.1971327357,0.693520974671139,-0.677570623655523
"157","40-49",46,86099.9709202705,0.179907350794167,0.715323650758972
"158","40-49",47,58270.5267723473,0.236975531224942,-0.286218824829406
"159","60-69",61,92066.4327050781,1.03593005725579,0.930048202018311
"160","30-39",37,47215.4293384976,-0.333706273082805,-0.684076201818908
"161","30-39",32,128030.934691156,-0.619047175236678,2.22435994468126
"162","20-29",24,23560.2803621787,-1.07559261868288,-1.5353916769044
"163","20-29",26,74028.1946392943,-0.961456257821326,0.280877434839844
"164","40-49",43,105496.604523844,0.00870280950184294,1.41338115899179
"165","30-39",30,61837.5403370915,-0.733183536098228,-0.157847033531597
"166","30-39",39,82157.74416036,-0.219569912221256,0.573448465345103
"167","20-29",25,91630.8742790576,-1.0185244382521,0.914373068086738
"168","30-39",33,81457.4436197215,-0.561978994805904,0.548245635802447
"169","40-49",45,76403.1685718881,0.122839170363392,0.366349399686305
"170","60-69",62,82888.8043532477,1.09299823768656,0.599758291423448
"171","30-39",36,65506.2899902767,-0.39077445351358,-0.0258139037847597
"172","70-79",76,58673.5053639687,1.89195276371741,-0.271716193223962
"173","20-29",21,37414.7831947844,-1.2467971599752,-1.03678764474123
"174","30-39",37,97669.2141468281,-0.333706273082805,1.13168441025604
"175","40-49",40,75157.5669428286,-0.162501731790481,0.321521952449697
"176","50-59",56,54063.5186657454,0.750589155101914,-0.43762311776139
"177","60-69",66,48098.2131696154,1.32127095940966,-0.652306055820749
"178","50-59",52,88865.2341470799,0.522316433378815,0.814841577279932
"179","40-49",44,87873.8593159293,0.0657709899326176,0.779163394225001
"180","50-59",59,37196.4047653046,0.921793696394238,-1.0446467766633
"181","20-29",21,48101.8459087828,-1.2467971599752,-0.652175318657637
"182","30-39",31,62026.0821301024,-0.676115355667453,-0.151061680108069
"183","30-39",37,20625.3455121733,-0.333706273082805,-1.64101584603048
"184","20-29",20,11926.0001643735,-1.30386534040597,-1.95409302534179
"185","20-29",24,32648.0586577757,-1.07559261868288,-1.20833534321008
"186","50-59",56,59709.7984527263,0.750589155101914,-0.234421465379861
"187","20-29",25,93696.1152209733,-1.0185244382521,0.988698179097159
"188","30-39",34,107013.226911608,-0.504910814375129,1.46796226139183
"189","30-39",36,83608.3841626896,-0.39077445351358,0.625654954680577
"190","70-79",78,36939.5025899089,2.00608912457896,-1.05389232391039
"191","70-79",72,42099.0082709855,1.66368004199431,-0.868208985602554
"192","30-39",35,27823.4573974445,-0.447842633944354,-1.38196594338718
"193","30-39",37,103557.294642066,-0.333706273082805,1.34358812936443
"194","50-59",52,88580.5398420777,0.522316433378815,0.804595830455015
"195","30-39",35,95988.7737664281,-0.447842633944354,1.07120772916537
"196","50-59",52,9647.32988943969,0.522316433378815,-2.03609915726726
"197","20-29",25,77778.8302633527,-1.0185244382521,0.415857525278687
"198","40-49",42,107786.746824582,-0.0483653709289317,1.49580015295873
"199","40-49",46,68850.490936867,0.179907350794167,0.0945391753895866
"200","60-69",61,77646.538711192,1.03593005725579,0.411096538751389
"201","70-79",71,30706.7678334747,1.60661186156353,-1.27819966416715
"202","60-69",68,36409.3711719705,1.43540732027121,-1.07297100654188
"203","70-79",76,43134.3317476538,1.89195276371741,-0.830949152731098
"204","40-49",41,78343.0949515907,-0.105433551359706,0.436164616205157
"205","50-59",51,110609.866674506,0.46524825294804,1.59740025780978
"206","30-39",30,93523.282143464,-0.733183536098228,0.982478160206659
"207","30-39",33,84128.4619264496,-0.561978994805904,0.644371820466541
"208","20-29",25,110649.904014596,-1.0185244382521,1.59884114525606
"209","40-49",41,76355.5417458696,-0.105433551359706,0.364635377337118
"210","60-69",67,66202.2458728347,1.37833913984043,-0.000767432363610443
"211","20-29",25,105637.945903204,-1.0185244382521,1.41846783604631
"212","20-29",29,58834.9106761206,-0.790251716529002,-0.265907443503828
"213","20-29",29,104412.977920313,-0.790251716529002,1.37438296465686
"214","80-",83,56645.0819964032,2.29143002673283,-0.344716291619549
"215","40-49",48,98733.062363997,0.294043711655716,1.16997080833896
"216","20-29",24,29751.9945269808,-1.07559261868288,-1.31256060993124
"217","20-29",29,115475.120999873,-0.790251716529002,1.77249390450623
"218","30-39",32,133892.447987234,-0.619047175236678,2.43530754773233
"219","30-39",30,103246.067574142,-0.733183536098228,1.33238750579388
"220","20-29",28,95033.1451821328,-0.847319896959777,1.03681600315853
"221","30-39",32,117516.130356397,-0.619047175236678,1.84594695490734
"222","20-29",23,31070.5160084113,-1.13266079911365,-1.26510887997181
"223","30-39",36,96890.778799513,-0.39077445351358,1.1036696191344
"224","20-29",28,104061.209157884,-0.847319896959777,1.3617233026354
"225","30-39",30,67290.700485838,-0.733183536098228,0.0384045152282449
"226","20-29",24,1484.84855372666,-1.07559261868288,-2.32985535737174
"227","20-29",24,36228.413340895,-1.07559261868288,-1.07948342386323
"228","60-69",69,64979.7951892657,1.49247550070198,-0.0447617096980273
"229","80-",83,34950.0527530914,2.29143002673283,-1.12548981985871
"230","20-29",24,35455.7424815028,-1.07559261868288,-1.10729075918827
"231","20-29",23,22292.9815003367,-1.13266079911365,-1.58099997697151
"232","20-29",28,103932.031068539,-0.847319896959777,1.35707436524712
"233","40-49",44,105510.885935987,0.0657709899326176,1.41389512688841
"234","20-29",21,30460.7228514307,-1.2467971599752,-1.28705447632627
"235","20-29",22,45743.9649257535,-1.18972897954443,-0.737032132337912
"236","40-49",44,110291.851337626,0.0657709899326176,1.58595533400603
"237","40-49",45,67339.9635479273,0.122839170363392,0.0401774234077159
"238","30-39",33,106834.909269235,-0.561978994805904,1.46154486074114
"239","40-49",42,73690.2215468158,-0.0483653709289317,0.268714259538031
"240","20-29",28,67359.6364570016,-0.847319896959777,0.0408854236807926
"241","30-39",39,62337.1462548403,-0.219569912221256,-0.139866920633148
"242","30-39",39,131995.693836999,-0.219569912221256,2.36704603891055
"243","30-39",35,56729.1588009364,-0.447842633944354,-0.341690485911603
"244","60-69",68,34641.2241365324,1.43540732027121,-1.13660412654472
"245","60-69",69,44130.0883881438,1.49247550070198,-0.79511327453321
"246","30-39",33,78151.5971622061,-0.561978994805904,0.429272880637946
"247","20-29",23,28022.3611768519,-1.13266079911365,-1.37480767667611
"248","20-29",24,32188.1154820041,-1.07559261868288,-1.22488804992042
"249","20-29",28,57346.9373634305,-0.847319896959777,-0.319457506066335
"250","80-",88,35786.0939849247,2.5767709288867,-1.0954018741357
"251","20-29",29,132190.549909607,-0.790251716529002,2.37405863435823
"252","30-39",35,100203.318829005,-0.447842633944354,1.22288326652127
"253","60-69",60,83453.4677684061,0.978861876825012,0.620079731969868
"254","50-59",53,75223.6541976705,0.57938461380959,0.323900339616447
"255","30-39",39,110128.738663913,-0.219569912221256,1.58008513874945
"256","30-39",33,45848.6866992915,-0.561978994805904,-0.733263343289889
"257","40-49",41,8443.82285256639,-0.105433551359706,-2.07941167945387
"258","80-",83,24102.778513751,2.29143002673283,-1.51586793295752
"259","40-49",48,30148.8899685304,0.294043711655716,-1.29827690232406
"260","20-29",29,117640.933454055,-0.790251716529002,1.85043844251036
"261","50-59",55,82621.9888632902,0.693520974671139,0.59015597795585
"262","30-39",37,81728.2809400009,-0.333706273082805,0.557992689275472
"263","40-49",49,44948.1722129092,0.351111892086491,-0.765671590583676
"264","30-39",32,19564.2997255854,-0.619047175236678,-1.67920138858617
"265","80-",88,22852.050370237,2.5767709288867,-1.56087987622469
"266","30-39",37,86206.1414774798,-0.333706273082805,0.719144579489593
"267","30-39",32,85944.7267142325,-0.619047175236678,0.709736630565195
"268","50-59",53,102547.947012153,0.57938461380959,1.30726313061063
"269","20-29",26,92677.5703775233,-0.961456257821326,0.952042185589549
"270","70-79",74,36363.4076491907,1.77781640285586,-1.07462516895156
"271","40-49",44,91731.251538267,0.0657709899326176,0.917985504186682
"272","20-29",25,60324.4453488627,-1.0185244382521,-0.212301189793433
"273","50-59",56,55842.6457621781,0.750589155101914,-0.37359484083727
"274","80-",84,23410.2760319714,2.3484982071636,-1.54079012135145
"275","40-49",41,112850.921851014,-0.105433551359706,1.67805267535286
"276","30-39",36,85482.1049948693,-0.39077445351358,0.693087526845796
"277","10-19",19,31070.0603902239,-1.36093352083675,-1.26512527702828
"278","20-29",24,32030.6895690568,-1.07559261868288,-1.23055358667124
"279","20-29",22,23220.6749918278,-1.18972897954443,-1.54761359558651
"280","60-69",68,50362.6025896632,1.43540732027121,-0.570813871737006
"281","30-39",31,58978.3799805335,-0.676115355667453,-0.260744185425483
"282","30-39",36,79199.3158827693,-0.39077445351358,0.466978800868891
"283","20-29",20,36545.6783494429,-1.30386534040597,-1.06806550331873
"284","20-29",26,102221.010669673,-0.961456257821326,1.29549715238747
"285","40-49",44,52033.2691508042,0.0657709899326176,-0.510688936627487
"286","40-49",41,93557.7875116785,-0.105433551359706,0.983719959781201
"287","40-49",43,107324.803622925,0.00870280950184294,1.47917546813536
"288","30-39",33,63215.6938169001,-0.561978994805904,-0.108249231988326
"289","60-69",68,45638.4227751577,1.43540732027121,-0.740830445600109
"290","40-49",45,68347.7170018801,0.122839170363392,0.0764450500153406
"291","50-59",51,89541.9342194765,0.46524825294804,0.839195059230074
"292","70-79",73,48956.8522638792,1.72074822242508,-0.621404844875431
"293","20-29",24,36562.8544178864,-1.07559261868288,-1.06744736082123
"294","30-39",36,95663.1993723606,-0.39077445351358,1.05949076554622
"295","80-",85,56506.4697323789,2.40556638759438,-0.349704751659206
"296","50-59",58,92763.2154907494,0.864725515963463,0.955124432517176
"297","30-39",36,44640.7685616483,-0.39077445351358,-0.776734614776767
"298","10-19",19,23120.4636735955,-1.36093352083675,-1.55122005970455
"299","50-59",59,98704.1107886668,0.921793696394238,1.16892888194351
"300","60-69",61,87685.6919736218,1.03593005725579,0.772391516754585
"301","20-29",28,111650.610749598,-0.847319896959777,1.6348551703794
"302","30-39",38,129397.143510546,-0.27663809265203,2.27352787472936
"303","20-29",21,21950.1720296567,-1.2467971599752,-1.59333720670902
"304","30-39",37,73293.0648983137,-0.333706273082805,0.254421151460742
"305","80-",88,49342.9360325591,2.5767709288867,-0.607510234138227
"306","30-39",30,74181.8029242446,-0.733183536098228,0.286405580539135
"307","20-29",28,94567.9307683568,-0.847319896959777,1.02007359202103
"308","30-39",37,93498.2619307878,-0.333706273082805,0.981577718012762
"309","30-39",38,68026.6288044197,-0.27663809265203,0.0648895382897967
"310","20-29",29,77032.4449499441,-0.790251716529002,0.38899616971008
"311","20-29",24,39597.246393116,-1.07559261868288,-0.95824386992061
"312","80-",80,58673.5371035271,2.12022548544051,-0.271715050961985
"313","80-",88,69020.0368823183,2.5767709288867,0.100640895029787
"314","20-29",24,22120.2416328558,-1.07559261868288,-1.58721664136445
"315","60-69",63,69561.7081013148,1.15006641811734,0.120134878838631
"316","50-59",50,72523.2166764711,0.408180072517266,0.226715398883247
"317","30-39",38,62138.7133790979,-0.27663809265203,-0.147008240184944
"318","40-49",46,68539.7328492805,0.179907350794167,0.0833554297604548
"319","20-29",28,61210.7260423486,-0.847319896959777,-0.180405196646682
"320","30-39",31,103084.100889446,-0.676115355667453,1.32655855306701
"321","30-39",35,73020.5677821732,-0.447842633944354,0.244614364273782
"322","30-39",33,88741.6982911607,-0.561978994805904,0.810395695921196
"323","40-49",41,111230.369710389,-0.105433551359706,1.61973128761279
"324","30-39",30,88417.120694207,-0.733183536098228,0.798714605625406
"325","20-29",28,69009.8342802972,-0.847319896959777,0.100273717761304
"326","70-79",72,57066.0334268444,1.66368004199431,-0.329566842873623
"327","30-39",34,41732.8334225638,-0.504910814375129,-0.881387102356777
"328","40-49",49,55763.0731379706,0.351111892086491,-0.376458547442915
"329","20-29",25,73243.0543389323,-1.0185244382521,0.252621341907156
"330","50-59",51,86744.2719311498,0.46524825294804,0.738511136144241
"331","50-59",55,56133.4611365262,0.693520974671139,-0.363128805352853
"332","30-39",36,49409.8701488399,-0.39077445351358,-0.605101369621751
"333","60-69",63,70343.590963538,1.15006641811734,0.148273741163324
"334","50-59",56,52747.2977972463,0.750589155101914,-0.484992051903614
"335","30-39",35,41905.8524273633,-0.447842633944354,-0.875160392205125
"336","30-39",37,87673.8767553125,-0.333706273082805,0.771966303698506
"337","20-29",24,41543.1173468575,-1.07559261868288,-0.888214716559628
"338","60-69",67,37641.0823965838,1.37833913984043,-1.02864345538592
"339","70-79",74,9352.00082732279,1.77781640285586,-2.04672763401345
"340","50-59",59,70300.8968123031,0.921793696394238,0.146737238828112
"341","30-39",34,110554.512093002,-0.504910814375129,1.59540812443119
"342","80-",87,31632.9243116188,2.51970274845593,-1.24486859772643
"343","30-39",30,104560.647825031,-0.733183536098228,1.37969739642039
"344","50-59",54,83933.0699915536,0.636452794240364,0.63733994009029
"345","20-29",25,34370.2839359024,-1.0185244382521,-1.14635488253657
"346","40-49",40,41657.5403721647,-0.162501731790481,-0.884096793132148
"347","20-29",25,90785.8800692824,-1.0185244382521,0.883962917304791
"348","20-29",25,68830.6777013772,-1.0185244382521,0.093826124966574
"349","30-39",36,86559.0094325267,-0.39077445351358,0.731843799904308
"350","50-59",50,49264.3236283496,0.408180072517266,-0.610339383779357
"351","20-29",28,87680.5481242934,-0.847319896959777,0.772206396866346
"352","60-69",65,38625.5632093098,1.26420277897889,-0.99321337833853
"353","20-29",23,30011.2444056927,-1.13266079911365,-1.30323057215036
"354","30-39",30,76785.1202037091,-0.733183536098228,0.380095300641268
"355","50-59",55,75633.6211925528,0.693520974671139,0.33865447400668
"356","30-39",30,47888.8052871967,-0.733183536098228,-0.65984235039604
"357","20-29",27,70405.8869952479,-0.904388077390552,0.150515687552423
"358","30-39",39,90917.4578274171,-0.219569912221256,0.888698215391025
"359","60-69",61,43959.6981887553,1.03593005725579,-0.801245377682826
"360","20-29",26,71756.6222817017,-0.961456257821326,0.199126746956586
"361","20-29",27,78128.6998764738,-0.904388077390552,0.428448839592976
"362","80-",86,51140.6645164128,2.46263456802515,-0.542812519495265
"363","40-49",46,90717.8384118349,0.179907350794167,0.881514193942554
"364","40-49",40,78636.60870495,-0.162501731790481,0.446727762547433
"365","20-29",25,74934.9657531999,-1.0185244382521,0.313510849340895
"366","50-59",56,92110.7983485639,0.750589155101914,0.931644859004044
"367","30-39",31,93408.5172972145,-0.676115355667453,0.978347935125184
"368","30-39",31,106940.968280948,-0.676115355667453,1.46536177510654
"369","30-39",36,61161.3082636912,-0.39077445351358,-0.182183672857401
"370","10-19",18,42308.6232935528,-1.41800170126752,-0.860665236345233
"371","20-29",22,40185.2381627881,-1.18972897954443,-0.937082874771271
"372","40-49",42,106950.522979446,-0.0483653709289317,1.4657056352403
"373","40-49",48,71686.7520481473,0.294043711655716,0.196612215717225
"374","50-59",56,85249.0776740148,0.750589155101914,0.684701201967448
"375","20-29",24,42058.2741159333,-1.07559261868288,-0.869674950437322
"376","30-39",34,99402.9321592516,-0.504910814375129,1.19407847824049
"377","30-39",32,94412.7471768143,-0.619047175236678,1.01448875325752
"378","30-39",35,70051.8037558933,-0.447842633944354,0.137772730768142
"379","70-79",74,42614.5827938984,1.77781640285586,-0.84965418510838
"380","20-29",23,34926.0207270111,-1.13266079911365,-1.12635469860965
"381","20-29",28,93052.7968233706,-0.847319896959777,0.965546056578944
"382","40-49",42,65215.7595355346,-0.0483653709289317,-0.0362696854140863
"383","80-",84,41611.3451669884,2.3484982071636,-0.885759293464769
"384","20-29",28,93136.2739586205,-0.847319896959777,0.968550281034481
"385","40-49",49,72353.6626734922,0.351111892086491,0.220613389263983
"386","20-29",20,44312.3868236731,-1.30386534040597,-0.788552610746846
"387","80-",89,36770.6470186618,2.63383910931748,-1.0599691979559
"388","30-39",36,72528.2472135635,-0.39077445351358,0.226896440823801
"389","20-29",24,41781.7568323314,-1.07559261868288,-0.879626417785702
"390","30-39",33,58770.7464160972,-0.561978994805904,-0.268216624797086
"391","30-39",33,104701.711767125,-0.561978994805904,1.38477408889869
"392","30-39",32,79571.0798078603,-0.619047175236678,0.480358060615906
"393","20-29",22,37803.8068443978,-1.18972897954443,-1.02278723183233
"394","30-39",30,69899.9430991189,-0.733183536098228,0.132307479744015
"395","20-29",28,42055.2715196217,-0.847319896959777,-0.869783009647097
"396","50-59",50,52559.1315957491,0.408180072517266,-0.491763888317876
"397","40-49",47,53577.9086535643,0.236975531224942,-0.455099537742515
"398","70-79",73,33722.6874957513,1.72074822242508,-1.16966096577717
"399","30-39",39,119330.037436912,-0.219569912221256,1.91122691444407
"400","40-49",48,72523.0260093483,0.294043711655716,0.2267085370422
"401","20-29",23,34208.9114088534,-1.13266079911365,-1.15216245236706
"402","60-69",65,44522.6209225053,1.26420277897889,-0.780986581807198
"403","30-39",37,147144.355735658,-0.333706273082805,2.91222503203702
"404","20-29",23,35300.3513171629,-1.13266079911365,-1.11288306820423
"405","40-49",42,112336.213709881,-0.0483653709289317,1.65952905471797
"406","20-29",27,111538.337632418,-0.904388077390552,1.63081461911561
"407","30-39",35,56001.137615139,-0.447842633944354,-0.367890942407559
"408","30-39",32,67417.4939715061,-0.619047175236678,0.0429676340907535
"409","30-39",36,70195.2825680447,-0.39077445351358,0.142936331016597
"410","20-29",28,53085.2516909024,-0.847319896959777,-0.472829567540364
